HR,Name,DM,HD,SAO,FK5,IRFlag,r_IRFloag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs1900,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B ,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
5545,Pi 2Oct,CP-82  63,131246,258714,,,,,,,,14,47,20.9,-,82,38,14,15,4,46.7,-,83,2,18,307.03,-21.25,5.65,,,1.30,,1.15,,,,G8Ib,,-0.016,-0.010,,,-21,,,,,,,,,
5577,59    Hya,CD-271014,132219,183058,,,,,9453,,,14,52,44.0,-,27,15,21,14,58,39.2,-,27,39,26,334.61,27.28,5.65,,,0.24,,0.14,,0.14,,A4V+A6V,,-0.042,-0.010,D,0.008,-10,,,,,0.3,0.4,,,*
5699,Nu 2Lup,CD-47 991,136352,225697,,,,,,,,15,15,3.4,-,47,56,57,15,21,48.2,-,48,19,4,327.10,7.37,5.65,,,0.65,,0.05,,0.22,E,G3-5V,,-1.617,-0.277,,0.066,-69,,,,,,,,,
5782,Kap2Aps,CP-73 162,138800,257307,,,,W,,,,15,29,15.6,-,73,6,59,15,40,21.2,-,73,26,48,314.34,-14.44,5.65,,,-0.04,,-0.38,,,,B7III-IV,,-0.021,-0.024,,,-19,,,,,6.7,15,AB,3,*
6162,,BD+45 242,149303,46147,,,,,10105,,,16,28,46.5,+,45,48,35,16,31,47.3,+,45,35,54,71.24,43.01,5.65,,,0.12,,0.13,,,,A4Vn,,-0.007,0.043,D,0.022,-16,V,,,,3.3,16.3,,,
6187,,CD-481107,150136,227049,,,,W,,A,,16,33,50.8,-,48,34,1,16,41,20.3,-,48,45,47,336.71,-1.57,5.65,,,0.13,,-0.80,,,,O5III(f),,-0.008,-0.003,D,0.007,23,SB,,152,,1.2,9.6,AC,6,*
6188,,CD-491089,150168,227058,3321,,,,,,,16,34,6.0,-,49,27,22,16,41,40.2,-,49,39,6,336.08,-2.20,5.65,,,-0.03,,-0.87,,,,B1Iab-Ib,,-0.001,-0.007,,,6,SB,,154,,,,,,*
6297,,CP-54 794,153053,244338,,,,W,,,,16,51,58.7,-,54,26,30,17,0,6.2,-,54,35,49,334.05,-7.52,5.65,,,0.19,,0.10,,,,A5IV-V,,-0.015,-0.064,,,-20,,,,,6.1,20.1,,,
6325,,BD+22 304,153834,84758,,I,,,,,,16,56,44.7,+,22,46,46,17,0,58.1,+,22,37,56,43.15,33.80,5.65,,,1.33,,,,,,gK3,,-0.011,-0.021,,,11,,,,,,,,,
6443,,BD+28 271,156874,85001,3375,,,,,,,17,14,53.1,+,28,55,39,17,18,48.5,+,28,49,23,51.59,31.77,5.65,,,0.98,,,,0.49,,K0III,,0.050,-0.005,,0.016,-14,,,,,,,,,
6511,,BD+60 175,158460,17472,,,,,,,,17,24,23.7,+,60,7,56,17,25,41.3,+,60,2,54,88.89,33.88,5.65,,,0.03,,0.01,,,,A1Vn,,-0.010,0.027,,,7,SB,,180,,,,,,
6902,,BD+07 368,169689,123462,1478,,,,,,,18,20,50.1,+,7,58,33,18,25,38.8,+,8,1,55,37.21,9.36,5.65,,,0.92,,0.45,,,,G8III-IV+A0V,,-0.002,-0.006,,,-8,SBO,=<,50,,,,,,*
6953,Kap2CrA,CD-381289,170867,210295,,,,W,,A,,18,26,29.3,-,38,47,53,18,33,23.1,-,38,43,34,355.99,-13.33,5.65,,,-0.06,,,,,,B9V,,-0.003,-0.030,,,-20,,,,,0.7,21.4,,,*
7195,,CD-251365,176704,187599,,,,D,,,,18,56,20.4,-,24,59,5,19,2,27.7,-,24,50,49,11.60,-13.32,5.65,,,1.23,,,,,,K3III,,-0.022,-0.175,,,2,V?,,,,0.0,0.1,,,*
7431,51    Sgr,CD-241544,184552,188326,,,,,,,12183,19,29,57.4,-,24,56,18,19,36,1.7,-,24,43,9,14.79,-20.30,5.65,,,0.19,,0.17,,0.07,,A7m,,0.012,-0.023,,0.018,-31,SBO,,16,,2.0,0.0,,,*
7575,,BD-03 474,188041,143883,1519,,,,,,V1291 Aql,19,48,4.5,-,3,22,25,19,53,18.7,-,3,6,52,37.27,-15.18,5.65,,,0.20,,0.10,,,,A5p,v,0.024,0.015,,0.003,-20,V,,2,,,,,,*
7714,,CP-521164,191829,246495,,,,,,,,20,6,44.2,-,52,44,41,20,14,19.0,-,52,26,44,346.13,-33.60,5.65,,,1.50,,,,,,K4III,,0.022,-0.045,,0.020,14,V,,,,,,,,
7845,,BD-10 542,195564,163665,1536,,,,13960,,,20,26,55.4,-,10,11,41,20,32,23.7,-,9,51,12,35.45,-26.86,5.65,,,0.69,,0.21,,,,G2.5IV,,0.308,0.104,,0.033,9,V?,,,,4.2,103.2,AC,3,*
8044,,BD+18 467,200044,106747,3675,I,,W,,,13454,20,55,53.4,+,18,56,26,21,0,27.7,+,19,19,46,66.23,-17.29,5.65,,,1.61,,,,,,M3IIIab,,-0.016,-0.063,,0.010,-15,V?,,,,3.9,46.6,,,
8307,79    Cyg,BD+37 440,206774,71643,,,,W,,,,21,39,17.4,+,37,49,33,21,43,25.7,+,38,17,2,87.11,-11.18,5.65,R,,0.00,,-0.02,,,,A0V,,0.036,0.004,,,-23,,,165,,1.3,151.2,AB,5,*
8393,19    Peg,BD+07 477,209167,127239,,I,,,,,,21,56,11.4,+,7,46,36,22,1,9.2,+,8,15,26,67.43,-35.67,5.65,,,1.44,,1.77,,,,gK5,,-0.009,-0.002,,,-23,V?,,,,,,,,
8574,38    Peg,BD+31 470,213323,72406,1590,,,S,,,,22,25,27.3,+,32,3,39,22,30,1.8,+,32,34,21,91.33,-21.48,5.65,,,-0.04,,-0.11,,,,B9.5V,,0.034,-0.014,,,-16,V,,104,,,0.2,,,
8743,,CD-251622,217303,191554,,I,,,,,,22,54,41.0,-,25,41,54,23,0,5.8,-,25,9,51,31.11,-64.99,5.65,,,1.25,,1.20,,,,gK0,,0.035,-0.075,,,-35,,,,,,,,,
8958,,BD-13 643,222093,165804,,,,,16878,,,23,32,28.5,-,13,36,52,23,37,39.6,-,13,3,37,68.48,-67.74,5.65,,,1.03,,0.83,,,,G9IIIFe-0.5,,0.037,0.024,,,-13,,,,,3.9,31.6,,,
192,21    Cas,BD+74   2,4161,4216,24,,,,624,,YZ Cas,0,39,2.2,+,74,26,29,0,45,39.0,+,74,59,17,122.55,12.12,5.66,,,0.05,,0.07,,,,A2IV,,-0.018,-0.026,,,9,SBO,,27,,5.5,36.0,,,*
421,47    Cet,BD-13  26,8829,147812,1041,,,,,,512,1,21,55.5,-,13,34,35,1,26,51.6,-,13,3,24,155.16,-73.67,5.66,,,0.35,,0.02,,,,F0IIIDel Del,,0.016,0.009,,,10,,,,,,,,,
1141,,BD+45  81,23300,39085,,,,,2746,,,3,38,59.3,+,45,22,5,3,45,59.3,+,45,40,55,152.00,-7.11,5.66,,,-0.07,,-0.45,,,,B6V,,0.023,-0.018,,,2,,,,,8.4,6.5,,,*
1176,,BD+44  80,23838,39134,,,,,,,Var?,3,43,6.5,+,44,39,45,3,50,4.5,+,44,58,4,153.02,-7.22,5.66,,,0.76,,,,0.29,E,G2III+F2:V,,-0.028,-0.028,,,14,SB,=<,50,,,,,,*
1535,,BD+48 116,30557,39799,2361,,,,,,,4,43,38.0,+,48,34,5,4,51,9.3,+,48,44,27,157.78,2.79,5.66,,,0.99,,0.80,,,,G9III,,-0.040,-0.031,,,29,,,,,,,,,
1604,,BD-16 101,31925,150052,,,,,3588,,1793,4,54,32.9,-,16,31,53,4,59,1.3,-,16,22,33,215.97,-32.06,5.66,,,0.43,,-0.08,,,,F3V+F9V,,-0.141,0.148,,0.028,30,V?,,,,1.5,0.2,AB,3,*
2065,,BD-11 132,39853,150932,,I,,,,,,5,50,3.6,-,11,47,37,5,54,43.6,-,11,46,26,217.29,-17.85,5.66,,,1.53,,1.84,,,,K5III,,0.066,0.039,,,86,V?,,,,,,,,*
2502,,BD-09 164,49147,151911,2521,,,,,,,6,41,55.0,-,10,0,2,6,46,39.0,-,10,6,26,221.42,-5.64,5.66,,,-0.05,,-0.11,,,,B9.5V,,-0.017,0.003,,,17,V,,149,,,,,,
2771,,CD-46 302,56813,218589,,,,,,,,7,13,22.3,-,46,35,49,7,16,15.5,-,46,46,28,257.99,-15.45,5.66,,,1.44,,1.67,,,,K4III,,0.009,0.035,,,20,,,,,,,,,
2899,,BD-19 194,60341,153062,,,,,,,,7,28,55.2,-,19,11,42,7,33,19.5,-,19,24,45,234.89,0.06,5.66,,,1.12,,1.08,,0.38,E,K3III,,0.022,-0.067,,,16,V,,,,,,,,*
3218,,CP-55 146,68434,235784,2638,,,,,,,8,7,13.8,-,55,47,26,8,9,33.6,-,56,5,8,270.38,-12.26,5.66,,,0.21,,,,,,A3m,,-0.007,0.034,,,25,,,,,,,,,
3400,,BD+53 126,73017,26935,,,,,,,,8,30,54.3,+,53,44,59,8,38,22.2,+,53,24,5,164.89,37.21,5.66,,,0.96,,,,,,G8IV,,-0.078,-0.017,,,-43,V,,,,,,,,
3465,49    Cnc,BD+10 186,74521,98089,2688,,,,,,BI Cnc,8,39,19.4,+,10,26,38,8,44,45.0,+,10,4,54,216.71,29.71,5.66,,,-0.11,,-0.25,,,,A1pEuCr,,-0.016,-0.019,,,24,SB,,20,,,,,,*
3519,51Sig1Cnc,BD+33 177,75698,61102,,,,,7057,,,8,46,24.0,+,32,50,56,8,52,34.6,+,32,28,27,191.64,38.57,5.66,,,0.22,,0.07,,0.08,,A8Vma s,,-0.003,0.016,,,-14,SB,,65,,4.4,79.0,AC,4,*
3763,,BD-20 291,82077,177521,,I,,,,,,9,24,36.4,-,20,18,44,9,29,12.6,-,20,44,55,252.00,21.54,5.66,,,1.60,,1.85,,,,M1III,,-0.017,0.022,,,-8,SB,,,,,,,,
3952,,BD+22 216,87015,81154,2807,,,,,,,9,57,14.4,+,22,25,54,10,2,48.9,+,21,56,57,211.17,51.48,5.66,,,-0.19,,-0.73,,,,B2.5IV,,-0.017,-0.006,,,3,,,,,,,,,
4255,,BD-12 329,94481,156310,2871,,,,,,,10,49,19.8,-,13,13,33,10,54,17.8,-,13,45,29,264.46,40.21,5.66,,,0.83,,,,,,G4III,,-0.005,0.009,,,5,,,,,,,,,
4640,4    Com,BD+26 231,105981,82178,2976,I,,,,,,12,6,46.7,+,26,25,39,12,11,51.2,+,25,52,13,218.78,81.06,5.66,,,1.41,,1.61,,,,K4III,,-0.038,-0.031,,,22,SBO,,,,,,,,*
4666,2    CVn,BD+41 228,106690,44097,458,I,,,8489,,,12,11,6.9,+,41,13,1,12,16,7.6,+,40,39,37,148.99,74.63,5.66,,,1.55,,1.96,,,,M1III+F7V,,0.017,-0.032,D,0.004,-16,SB,,,,3.1,11.4,,,*
4860,,CD-26 934,111295,181114,,,,,,,,12,43,6.3,-,27,2,59,12,48,26.4,-,27,35,51,302.12,35.27,5.66,,,0.95,,0.61,,,,G5III-IV,,-0.139,-0.063,,,-10,V?,,,,,,,,
5715,,BD+52 186,136729,29487,3210,,,S,,,,15,17,8.6,+,52,19,7,15,20,5.2,+,51,57,31,84.96,52.77,5.66,,,0.11,,0.11,,,,A4V,,0.014,0.012,,,8,V,,181,,,0.2,,,
6933,,BD-18 498,170433,161540,,,,,,,,18,24,19.1,-,18,47,32,18,30,11.9,-,18,43,44,13.88,-3.92,5.66,,,1.06,,,,,,gK0,,0.038,-0.095,,0.011,-1,,,,,,,,,
7175,48    Dra,BD+57 192,176408,31284,3513,,,,,,,18,55,3.5,+,57,40,56,18,56,45.0,+,57,48,54,87.87,22.02,5.66,,,1.15,,1.19,,,,K1III,,-0.029,-0.062,,0.018,-34,V?,,,,,,,,
7463,4Eps Sge,BD+16 391,185194,105061,,,,,12693,,12213,19,32,45.7,+,16,14,17,19,37,17.4,+,16,27,46,52.77,-2.32,5.66,,,1.02,,0.81,,,,G8III,v,0.020,0.015,,,-33,V?,,,,2.7,88.9,AB,4,*
7631,,CD-341408,189245,211724,,,,,,,12655,19,53,53.6,-,33,58,4,20,0,20.3,-,33,42,14,7.29,-28.18,5.66,,,0.49,,-0.02,,,,F7V,,0.136,-0.306,,0.049,-8,SB,,86,,,,,,*
7743,,BD+33 382,192787,69701,,,,,13596,,,20,11,30.7,+,33,25,34,20,15,23.7,+,33,43,46,71.99,-0.68,5.66,,,0.91,,0.66,,,,K0III,,-0.040,-0.106,,,-10,V,,,,6.3,3.0,,,*
7811,,BD+20 455,194577,88664,3634,,,,,,Var,20,21,15.2,+,21,5,1,20,25,40.5,+,21,24,35,63.02,-9.48,5.66,,,0.93,,,,,,G6III,,0.010,-0.011,,,-22,,,,,,,,,*
8164,,BD+58 224,203338,33318,,I,,,14864,,,21,16,29.5,+,58,12,1,21,19,15.8,+,58,37,25,98.18,6.36,5.66,,,1.38,,0.07,,1.33,,M1Ibep+B2pe+B3V,v,0.005,-0.001,,0.004,-21,SB,=<,50,,3.8,4.6,AB,4,*
8616,,CD-331616,214484,213981,3814,,,,,,,22,33,12.5,-,33,36,6,22,38,51.5,-,33,4,53,13.03,-60.84,5.66,,,0.05,,,,,,A2Vp,,0.006,0.014,,,4,SB2,,0,,,,,,
8673,69Tau1Aqr,BD-14 634,215766,165298,,,,,16268,,,22,42,24.2,-,14,35,1,22,47,42.8,-,14,3,23,51.06,-58.35,5.66,,,-0.05,,-0.25,,,,A0V,,0.032,-0.009,,,15,SB,,71,,3.9,23.7,AB,3,*
8843,,CP-62 641,219482,255446,876,,,,,,,23,10,57.0,-,62,32,46,23,16,57.7,-,62,0,4,320.63,-51.76,5.66,,,0.51,,,,,,F7V,,0.173,-0.026,,,-9,,,,,,,,,
57,,CD-32   7,1187,192430,2014,I,,W,,,,0,11,5.4,-,32,0,6,0,16,8.9,-,31,26,47,1.53,-81.18,5.67,,,1.35,,1.50,,,,K5III,,0.122,-0.030,,,26,,,,,9.9,64.0,,,*
132,51    Psc,BD+06   6,2913,109262,2032,,,,449,,Var?,0,27,14.1,+,6,24,12,0,32,23.8,+,6,57,20,114.55,-55.61,5.67,,,0.00,,-0.17,,,,B9.5V,,0.035,0.002,,,17,,,125,,0.7,0.0,O,4,*
189,,BD+47  18,4142,36617,,,,,,,,0,38,52.8,+,47,18,58,0,44,26.4,+,47,51,51,121.72,-14.99,5.67,,,-0.12,,-0.56,,,,B5V,,-0.026,0.015,,,-60,SB,,177,,,,,,*
557,56    And,BD+36  35,11749,55107,,,,,1534,A,,1,50,12.7,+,36,45,40,1,56,9.3,+,37,15,6,136.96,-23.85,5.67,,,1.06,,0.91,,,,K0III,,0.182,0.006,,,59,,=<,25,,0.2,190.4,AB,4,*
618,,BD+57  49,12953,22959,,,,,,,V472 Per,2,1,41.3,+,57,56,52,2,8,40.5,+,58,25,25,132.92,-2.94,5.67,,,0.61,,-0.02,,0.50,,A1Ia,t,-0.011,0.003,,,-36,V,,18,,,,,,*
1199,31    Tau,BD+06  59,24263,111469,2275,,,W,,,,3,46,40.2,+,6,14,4,3,52,0.2,+,6,32,5,182.07,-34.88,5.67,,,0.06,,-0.43,,,,B5V,,0.009,-0.008,,,16,,,,,0.1,0.6,,,
1243,,BD+09  52,25330,111566,,,,,2938,,,3,56,18.7,+,9,43,3,4,1,46.1,+,9,59,52,180.76,-30.80,5.67,,,0.02,,-0.41,,,,B5V,,0.005,-0.005,,,3,,,,,5.2,12.0,AB,3,*
1482,,BD+48 112,29526,39688,2347,,,,,,,4,33,56.4,+,48,6,23,4,41,24.1,+,48,18,3,157.06,1.28,5.67,,,-0.02,,-0.02,,,,A0V,,0.042,-0.042,,,23,V,,65,,,,,,
1886,,BD-06 123,36959,132298,,,,,4182,B,2261,5,30,7.7,-,6,4,33,5,35,0.9,-,6,0,33,209.57,-19.72,5.67,,,-0.23,,-0.91,,-0.21,,B1V,v,-0.011,0.000,,0.005,30,V?,,26,,0.9,36.2,,,*
2138,,CD-51 171,41214,234251,,,,,,,,5,58,28.4,-,51,13,11,6,0,49.2,-,51,12,59,258.86,-28.53,5.67,,,0.20,,,,,,Am,,-0.021,0.094,,,5,,,0,,,,,,
2144,63    Ori,BD+05 108,41361,113429,,,,,,,,5,59,38.2,+,5,25,32,6,4,58.2,+,5,25,12,202.73,-7.78,5.67,,,1.04,,0.83,,,,gG7,,0.000,0.003,,,20,V?,,,,,,,,
3565,63Omi2Cnc,BD+16 186,76582,98250,,,,,,,,8,52,0.1,+,15,57,55,8,57,35.2,+,15,34,53,212.28,34.81,5.67,,,0.20,,,,,,F0IV,,0.058,0.029,,,-4,V?,,113,,,,,,
3596,,BD+00 244,77353,136511,1235,,,,,,,8,56,51.4,-,0,5,31,9,1,58.0,-,0,28,58,229.68,28.43,5.67,,,1.15,,1.04,,,,K0III,,-0.048,0.069,,,73,V,,,,,,,,
4065,,CP-64 124,89715,250917,,,,W,,,,10,15,58.8,-,64,10,28,10,19,4.8,-,64,40,35,287.53,-6.46,5.67,,,0.05,,0.05,,,,A1V,,-0.043,0.007,,,10,,,,,0.1,2.4,,,*
4148,49    Leo,BD+09 237,91636,118380,,,,,7837,,TX Leo,10,29,47.3,+,9,10,2,10,35,2.2,+,8,39,1,236.30,52.86,5.67,,,0.05,,0.05,,,,A2V,,-0.055,-0.006,D,0.005,17,SB1O,=<,39,,2.0,0.0,,3,*
4235,43    UMa,BD+57 129,93859,27791,,,,,,,,10,45,1.3,+,57,6,42,10,51,11.1,+,56,34,56,150.63,53.59,5.67,,,1.12,,,,,,K2III,,-0.058,0.003,,,15,,,,,,,,,
4311,,CD-47 646,96113,222538,2884,,,,,,,11,0,1.2,-,47,8,26,11,4,31.2,-,47,40,45,284.94,11.42,5.67,,,0.24,,,,,,A8III-IV,,-0.110,0.027,,,-16,,,202,,,,,,
4849,33    Vir,BD+10 246,111028,119580,,,,W,,,,12,41,17.6,+,10,5,56,12,46,22.5,+,9,32,24,298.79,72.38,5.67,,,0.99,,0.76,,,,K1III-IV,,0.277,-0.446,,0.021,52,V,,,,3.1,171.5,,,
4998,,BD+12 257,115046,100473,,I,,,8832,,,13,9,31.9,+,11,51,46,13,14,31.3,+,11,19,54,322.99,73.30,5.67,,,1.50,,1.86,,0.90,,M0III,,0.074,-0.052,,,12,V,,,,6.7,49.1,,,*
5049,,CP-69 183,116458,257042,,,,,,,,13,18,32.5,-,70,6,21,13,25,50.1,-,70,37,39,305.80,-7.95,5.67,,,-0.03,,-0.18,,,,ApHgMn:,,-0.067,-0.009,,,8,V,=<,49,,,,,,*
5466,,CD-35 970,128974,205823,,,,,,,,14,34,52.7,-,35,42,18,14,41,1.4,-,36,8,6,326.50,21.67,5.67,,,-0.08,,-0.38,?,,,A0p:,,-0.022,-0.008,,,-23,,,,,,,,,
5638,46    Boo,BD+26 265,134320,83682,,I,,,,,,15,4,4.7,+,26,41,4,15,8,23.8,+,26,18,4,39.31,59.50,5.67,,,1.24,,1.26,,0.61,,gK2,,0.005,-0.014,,,21,SB,,,,,,,,
5700,,CP-60 576,136359,253136,,,,,,,,15,15,4.0,-,60,17,49,15,23,10.4,-,60,39,25,320.49,-3.07,5.67,,,0.48,,0.00,,,,F7V,,-0.090,-0.020,,,6,,,,,,,,,
6029,12    Sco,CD-281196,145483,184217,,,,,9953,,7520,16,6,5.1,-,28,9,26,16,12,15.9,-,28,25,3,347.75,16.50,5.67,,,0.01,,-0.20,,,,B9V,v,-0.032,-0.043,D,0.021,-3,V?,,,,2.1,3.9,,,*
6130,,BD+62 147,148374,17073,,,,,10052,,,16,22,27.5,+,61,55,26,16,23,47.0,+,61,41,48,92.82,40.91,5.67,,,0.96,,,,,,G8III,,-0.037,0.034,D,0.003,-24,V?,,,,1.0,1.1,,,*
6381,,CD-391118,155259,208521,3366,,,,,,,17,5,21.7,-,39,22,54,17,12,16.2,-,39,30,25,347.40,-0.12,5.67,,,0.04,,,,,,A1V,,-0.013,-0.075,,,12,V?,,,,,,,,
6479,,BD+53 193,157681,30354,3381,I,,,,,,17,19,35.5,+,53,30,56,17,21,45.4,+,53,25,14,80.90,34.64,5.67,,,1.47,,,,,,K4III,,0.021,0.005,,,-8,V,,,,,,,,
6728,,BD+45 263,164646,47121,3433,I,,,,,9980,17,57,4.8,+,45,30,21,17,59,56.2,+,45,30,5,72.45,27.66,5.67,,,1.57,,1.91,,,,M0IIIab,,0.008,-0.025,,0.026,-10,V?,,,,,,,,
7380,,CD-291614,182681,188127,731,,,,,,,19,20,37.3,-,29,56,27,19,26,56.5,-,29,44,36,9.02,-20.21,5.67,,,0.00,,-0.10,,,,B9V,,0.018,-0.048,,,1,V?,,,,,,,,
7480,45    Aql,BD-00 381,185762,143678,3573,,,,12775,,,19,35,34.2,-,0,51,11,19,40,43.3,-,0,37,16,38.06,-11.24,5.67,,,0.11,,0.09,,,,A3IV,,0.017,0.017,,0.018,-46,,,96,,7.2,42.0,,3,*
7641,14    Vul,BD+22 387,189410,88016,,,,,,,,19,54,53.0,+,22,49,44,19,59,10.5,+,23,6,5,61.11,-3.41,5.67,R,,,,,,,,F0,,-0.071,0.006,,0.019,-38,SB,,120,,,,,,
7664,,BD+15 403,190229,105615,,,,,,,,19,58,55.4,+,15,45,2,20,3,30.0,+,16,1,53,55.58,-7.97,5.67,,,-0.10,,-0.48,,,,B9pHgMn,,0.003,-0.005,,0.008,-22,SB1,,11,,,,,,*
7926,,BD+41 385,197392,49946,3655,,,,,,,20,38,19.7,+,41,21,31,20,41,56.5,+,41,43,1,81.53,-0.26,5.67,,,-0.12,,-0.45,,,,B8II-III,,0.006,0.000,,,-27,SB,,25,,,,,,
8020,,BD+46 311,199478,50246,,,,,,,,20,52,27.1,+,47,2,3,20,55,49.8,+,47,25,4,87.51,1.42,5.67,,,0.47,,-0.33,,0.39,,B8Ia,t,-0.003,-0.002,,,-15,V,,,,,,,,*
8270,4    Peg,BD+05 483,205924,126956,,,,,15157,,,21,33,31.4,+,5,19,13,21,38,31.9,+,5,46,18,60.76,-32.96,5.67,,,0.25,,0.08,,,,A9IV-Vn,,0.114,0.024,,0.033,-19,V?,,195,,6.4,27.2,,,*
8287,26    Aqr,BD+00 477,206445,126997,,I,,,,,,21,37,4.1,+,0,49,47,21,42,10.1,+,1,17,7,57.05,-36.37,5.67,,,1.44,,1.67,,,,K2III,,0.001,-0.007,,,10,V,,,,,,,,*
9104,,BD+66 167,225216,10956,,,,,,,,23,59,30.1,+,66,36,32,0,4,42.0,+,67,10,0,118.41,4.71,5.67,,,1.07,,0.93,,,,K1III,,0.092,0.030,,0.013,-27,,,,,,,,,
13,,CD-34   1,344,192367,,,,,,,,0,2,58.6,-,34,5,10,0,8,3.5,-,33,31,46,355.91,-78.67,5.68,,,1.12,,,,,,K1III,,-0.037,0.000,,,7,,,,,,,,,
308,72    Psc,BD+14  16,6397,92230,1028,,,,889,,,0,59,48.5,+,14,24,30,1,5,5.4,+,14,56,46,127.84,-47.80,5.68,,,0.41,,-0.06,,,,F4II-III,,0.006,0.054,,,4,SB2,=<,10,,7.4,55.2,,,*
763,31    Ari,BD+11  36,16234,93022,2179,,,D,,,,2,31,10.6,+,12,0,51,2,36,37.9,+,12,26,51,159.13,-42.91,5.68,,,0.49,,-0.08,,,,F7V,,0.286,-0.089,,0.035,7,V,=<,10,,0.1,0.0,,,*
1090,,CD-50 107,22231,233152,128,,,,,,,3,29,35.8,-,50,43,4,3,32,34.8,-,50,22,43,261.29,-51.65,5.68,,,1.10,,1.16,,,,K2III,,0.097,0.079,,,37,V,,,,,,,,*
1448,,BD+05  67,28978,111896,2335,,,,,,,4,28,49.1,+,5,21,32,4,34,8.3,+,5,34,7,190.32,-27.08,5.68,,,0.05,,0.11,,0.04,,A2V s,,-0.010,-0.005,,,-8,,,36,,,,,,*
1509,,CD-30 196,30080,195250,,I,,,,,,4,39,17.3,-,30,57,5,4,43,9.3,-,30,45,56,231.68,-39.74,5.68,,,1.41,,1.60,,,,K2III,,-0.030,-0.067,,,-4,V?,,,,,,,,
1668,,BD+46  97,33167,40077,,,,,,,,5,3,16.0,+,46,50,19,5,10,42.9,+,46,57,44,161.20,4.29,5.68,,,0.42,,0.02,,,,F5V,,0.055,-0.147,,0.027,33,V,,,,,,,,*
1693,,BD-12 109,33664,150206,,I,,,,,RX Lep,5,6,42.8,-,11,58,25,5,11,22.8,-,11,50,57,212.55,-27.51,5.68,,,1.46,,1.23,,,,M6III,,0.028,0.056,,,46,,,,,,,,,*
1764,,BD-00  92,35007,132024,,,,,3941,,,5,16,25.6,-,0,30,57,5,21,31.8,-,0,24,59,202.64,-20.09,5.68,,,-0.12,,-0.65,,-0.15,,B3V,,-0.003,0.002,,,7,V,,40,,5.9,37.6,AC,3,*
2581,,BD+70  43,50885,6041,,I,,W,,,,6,49,59.8,+,70,56,34,7,1,21.5,+,70,48,29,144.42,26.31,5.68,,,1.33,,,,,,gK4,,0.017,-0.019,,,-17,,,,,5.3,117.0,,,
2615,41    Gem,BD+16 135,52005,96363,,I,,,,,,6,54,31.0,+,16,13,2,7,0,15.8,+,16,4,44,199.48,9.16,5.68,,,1.66,,1.82,,0.85,,K3Ib,,-0.007,-0.005,,,22,,,,,,,,,
2957,,CD-48 309,61715,218852,,,,,,,MY Pup,7,35,28.5,-,48,22,23,7,38,18.2,-,48,36,4,261.31,-12.86,5.68,,,0.65,,0.45,,,,F4Iab,,0.002,0.008,,,11,,,19,,,,,,*
3194,,BD-15 228,67880,153898,,,,,6632,,,8,4,54.0,-,15,57,19,8,9,28.5,-,16,14,56,236.53,9.08,5.68,,,-0.17,,-0.74,,,,B2.5V,,-0.017,-0.007,,,33,V?,,,,6.7,5.3,,,*
3308,,BD-22 226,71141,175777,,,,,,,,8,20,34.1,-,22,49,47,8,24,55.1,-,23,9,13,244.38,8.36,5.68,,,0.06,,,,,,A2,,-0.041,0.042,,,26,V?,,,,,,,,
4332,67    Leo,BD+25 234,96738,81692,2889,,,,8071,,,11,3,27.2,+,25,11,59,11,8,49.1,+,24,39,30,213.26,66.83,5.68,,,0.06,,0.12,,,,A3IV,,0.003,0.004,,,-6,V,,,,6.6,4.8,,,
4711,6    Crv,CD-241031,107815,180747,,,,,,,,12,18,8.8,-,24,17,8,12,23,21.6,-,24,50,26,294.89,37.59,5.68,,,1.16,,,,,,gK1,,-0.019,-0.010,,,-2,,,,,,,,,
4801,25    Com,BD+17 250,109742,100176,3007,I,,,,,,12,31,57.4,+,17,38,26,12,36,58.3,+,17,5,22,283.77,79.42,5.68,,,1.41,,1.75,,,,K5III,,-0.037,-0.016,,,-8,,,,,,,,,
5521,,CD-231191,130529,182898,,I,,W,,,,14,43,31.9,-,23,50,6,14,49,18.7,-,24,15,6,334.59,31.28,5.68,,,1.30,,,,,,gK1,,-0.023,-0.003,,,-26,,,,,2.9,61.0,AB,3,
6140,,BD-14 443,148604,159948,1430,,,,,,,16,24,7.7,-,14,19,53,16,29,46.9,-,14,33,3,1.65,22.62,5.68,,,0.82,,,,,,G2-6III,,0.037,0.014,,,-31,,,,,,,,,
6810,41    Dra,BD+79  57,166866,8996,,,,,11061,A,10205,18,7,37.7,+,79,59,28,18,0,9.2,+,80,0,15,111.78,28.90,5.68,,,0.50,,-0.01,,,,F7,,0.042,0.122,,0.025,10,SB,,0,,0.4,19.3,AB,3,*
7667,62    Aql,BD-01 388,190299,144045,,I,,,,,,19,59,14.0,-,0,59,18,20,4,23.2,-,0,42,34,40.83,-16.51,5.68,,,1.30,,1.35,,,,K4III,,0.003,-0.118,,0.004,0,V?,,,,,,,,
